date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
7/22,2887,群益金鼎,9100,2,146,-144,0.27,15,sell,2026-07-22
7/22,2890,港商麥格理,1360,6697,89,6608,9.06,1,buy,2026-07-22
7/22,2890,港商野村,1560,0,9105,-9105,12.48,1,sell,2026-07-22
7/22,2890,凱基,9200,7120,1570,5550,7.61,2,buy,2026-07-22
7/22,2890,凱基-台北,9268,3787,12727,-8940,12.26,2,sell,2026-07-22
7/22,2890,摩根大通,8440,11176,5741,5435,7.45,3,buy,2026-07-22
7/22,2890,美林,1440,1141,4795,-3654,5.01,3,sell,2026-07-22
7/22,2890,土銀,1030,5253,4,5249,7.2,4,buy,2026-07-22
7/22,2890,第一金-高雄,5383,7,2900,-2893,3.97,4,sell,2026-07-22
7/22,2890,美商高盛,1480,6146,2961,3185,4.37,5,buy,2026-07-22
7/22,2890,台灣摩根士丹利,1470,6780,8895,-2115,2.9,5,sell,2026-07-22
7/22,2890,國泰證券,8880,1963,54,1909,2.62,6,buy,2026-07-22
7/22,2890,新加坡商瑞銀,1650,1227,3183,-1956,2.68,6,sell,2026-07-22
7/22,2890,永豐金-市政,0039004100390057,2258,1062,1196,1.64,7,buy,2026-07-22
7/22,2890,花旗環球,1590,172,2044,-1872,2.57,7,sell,2026-07-22
7/22,2890,富邦證券,9600,1220,150,1070,1.47,8,buy,2026-07-22
7/22,2890,群益金鼎,9100,152,1692,-1540,2.11,8,sell,2026-07-22
7/22,2890,兆豐證券,7000,911,10,901,1.24,9,buy,2026-07-22
7/22,2890,凱基-信義,9216,0,1535,-1535,2.1,9,sell,2026-07-22
7/22,2890,國票-敦北法人,0037003700390063,802,0,802,1.1,10,buy,2026-07-22
7/22,2890,第一金-忠孝,0035003300380044,9,408,-399,0.55,10,sell,2026-07-22
7/22,2890,永豐金-萬盛,0039004100390032,794,29,765,1.05,11,buy,2026-07-22
7/22,2890,永豐金-三重,003900410039004b,9,388,-379,0.52,11,sell,2026-07-22
7/22,2890,永豐金證券,0039004100300030,907,347,560,0.77,12,buy,2026-07-22
7/22,2890,富邦-員林,9672,3,374,-371,0.51,12,sell,2026-07-22
7/22,2890,元大證券,9800,3157,2681,476,0.65,13,buy,2026-07-22
7/22,2890,永豐金-敦北,0039004100380039,35,313,-278,0.38,13,sell,2026-07-22
7/22,2890,華南永昌-頭份,9343,400,0,400,0.55,14,buy,2026-07-22
7/22,2890,元大-館前,003900380034004b,23,273,-250,0.34,14,sell,2026-07-22
7/22,2890,群益金鼎-東門,0039003100380044,384,0,384,0.53,15,buy,2026-07-22
7/22,2890,永豐金-竹科,0039004100390058,19,211,-192,0.26,15,sell,2026-07-22
7/22,2610,台灣摩根士丹利,1470,5347,1975,3372,9.02,1,buy,2026-07-22
7/22,2610,摩根大通,8440,919,4617,-3698,9.9,1,sell,2026-07-22
7/22,2610,新加坡商瑞銀,1650,3102,1005,2097,5.61,2,buy,2026-07-22
7/22,2610,凱基-台北,9268,652,4142,-3490,9.34,2,sell,2026-07-22
7/22,2610,富邦證券,9600,2027,7,2020,5.41,3,buy,2026-07-22
7/22,2610,國泰證券,8880,6,3000,-2994,8.01,3,sell,2026-07-22
7/22,2610,中國信託-高雄,003600310036004b,1552,723,829,2.22,4,buy,2026-07-22
7/22,2610,美商高盛,1480,1929,2416,-487,1.3,4,sell,2026-07-22
7/22,2610,富邦-桃園,9665,506,15,491,1.31,5,buy,2026-07-22
7/22,2610,宏遠證券,1260,1,444,-443,1.19,5,sell,2026-07-22
7/22,2610,新光,8560,972,546,426,1.14,6,buy,2026-07-22
7/22,2610,香港上海匯豐,8960,106,335,-229,0.61,6,sell,2026-07-22
7/22,2610,港商野村,1560,798,386,412,1.1,7,buy,2026-07-22
7/22,2610,花旗環球,1590,176,390,-214,0.57,7,sell,2026-07-22
7/22,2610,元大-屏東民生,0039003800310068,402,5,397,1.06,8,buy,2026-07-22
7/22,2610,華南永昌-高雄,9303,16,217,-201,0.54,8,sell,2026-07-22
7/22,2610,永豐金-大園,0039004100390038,311,9,302,0.81,9,buy,2026-07-22
7/22,2610,兆豐-新莊,0037003000300077,3,200,-197,0.53,9,sell,2026-07-22
7/22,2610,新光-桃園,8565,400,126,274,0.73,10,buy,2026-07-22
7/22,2610,元大證券,9800,1325,1504,-179,0.48,10,sell,2026-07-22
7/22,2610,國泰-台中,8882,411,170,241,0.64,11,buy,2026-07-22
7/22,2610,第一金-光復,0035003300380043,0,145,-145,0.39,11,sell,2026-07-22
7/22,2610,兆豐-員林,003700300030006b,200,10,190,0.51,12,buy,2026-07-22
7/22,2610,永豐金-羅東,0039004100390041,28,167,-139,0.37,12,sell,2026-07-22
7/22,2610,華南永昌-中正,9359,201,16,185,0.5,13,buy,2026-07-22
7/22,2610,凱基-長庚,9233,69,205,-136,0.36,13,sell,2026-07-22
7/22,2610,永豐金-匯立,0039004100380031,168,0,168,0.45,14,buy,2026-07-22
7/22,2610,台新-基隆,0039004200320053,1,118,-117,0.31,14,sell,2026-07-22
7/22,2610,日進,5660,163,0,163,0.44,15,buy,2026-07-22
7/22,2610,台新-建北,0039004200310038,29,143,-114,0.31,15,sell,2026-07-22
7/22,2886,凱基,9200,6143,2982,3161,12.8,1,buy,2026-07-22
7/22,2886,美商高盛,1480,626,2681,-2055,8.32,1,sell,2026-07-22
7/22,2886,宏遠證券,1260,1651,100,1551,6.28,2,buy,2026-07-22
7/22,2886,大和國泰,8890,0,1667,-1667,6.75,2,sell,2026-07-22
7/22,2886,土銀,1030,1410,15,1395,5.65,3,buy,2026-07-22
7/22,2886,摩根大通,8440,1004,2566,-1562,6.33,3,sell,2026-07-22
7/22,2886,富邦證券,9600,963,60,903,3.66,4,buy,2026-07-22
7/22,2886,花旗環球,1590,58,1429,-1371,5.55,4,sell,2026-07-22
7/22,2886,元大證券,9800,1840,1276,564,2.28,5,buy,2026-07-22
7/22,2886,第一金,5380,17,431,-414,1.68,5,sell,2026-07-22
7/22,2886,華南永昌,9300,408,27,381,1.54,6,buy,2026-07-22
7/22,2886,台灣摩根士丹利,1470,1340,1719,-379,1.53,6,sell,2026-07-22
7/22,2886,港商野村,1560,272,11,261,1.06,7,buy,2026-07-22
7/22,2886,香港上海匯豐,8960,0,215,-215,0.87,7,sell,2026-07-22
7/22,2886,美林,1440,829,602,227,0.92,8,buy,2026-07-22
7/22,2886,兆豐-寶成,0037003000300072,0,202,-202,0.82,8,sell,2026-07-22
7/22,2886,港商麥格理,1360,147,0,147,0.6,9,buy,2026-07-22
7/22,2886,永豐金證券,0039004100300030,55,182,-127,0.51,9,sell,2026-07-22
7/22,2886,新加坡商瑞銀,1650,1413,1296,117,0.47,10,buy,2026-07-22
7/22,2886,群益金鼎,9100,18,136,-118,0.48,10,sell,2026-07-22
7/22,2886,台新,0039004200300030,118,12,106,0.43,11,buy,2026-07-22
7/22,2886,台新-嘉義,0039004200320049,0,101,-101,0.41,11,sell,2026-07-22
7/22,2886,統一-三重,003500380035004a,65,0,65,0.26,12,buy,2026-07-22
7/22,2886,華南永昌-鳳山,9331,1,77,-76,0.31,12,sell,2026-07-22
7/22,2886,玉山-士林,0038003800340041,65,1,64,0.26,13,buy,2026-07-22
7/22,2886,國泰-台中,8882,36,110,-74,0.3,13,sell,2026-07-22
7/22,2886,凱基-羅東,9258,50,0,50,0.2,14,buy,2026-07-22
7/22,2886,元大-成功,003900380039004c,1,72,-71,0.29,14,sell,2026-07-22
7/22,2886,國泰證券,8880,33,0,33,0.13,15,buy,2026-07-22
7/22,2886,華南永昌-新莊,9305,1,56,-55,0.22,15,sell,2026-07-22
7/22,5880,富邦證券,9600,3001,0,3001,22.59,1,buy,2026-07-22
7/22,5880,凱基-台北,9268,138,1468,-1330,10.01,1,sell,2026-07-22
7/22,5880,新加坡商瑞銀,1650,1434,993,441,3.32,2,buy,2026-07-22
7/22,5880,摩根大通,8440,822,1753,-931,7.01,2,sell,2026-07-22
7/22,5880,合庫-高雄,1023,187,1,186,1.4,3,buy,2026-07-22
7/22,5880,花旗環球,1590,0,735,-735,5.53,3,sell,2026-07-22
7/22,5880,國泰-松江,8883,172,1,171,1.29,4,buy,2026-07-22
7/22,5880,港商野村,1560,28,526,-498,3.75,4,sell,2026-07-22
7/22,5880,美林,1440,698,529,169,1.27,5,buy,2026-07-22
7/22,5880,元大證券,9800,388,579,-191,1.44,5,sell,2026-07-22
7/22,5880,玉山-新竹,0038003800340048,150,2,148,1.11,6,buy,2026-07-22
7/22,5880,凱基,9200,2,172,-170,1.28,6,sell,2026-07-22
7/22,5880,台新-台中,0039004200310068,166,20,146,1.1,7,buy,2026-07-22
7/22,5880,美商高盛,1480,1037,1195,-158,1.19,7,sell,2026-07-22
7/22,5880,港商麥格理,1360,138,0,138,1.04,8,buy,2026-07-22
7/22,5880,富邦-七賢,003900360031004b,1,152,-151,1.14,8,sell,2026-07-22
7/22,5880,兆豐-東門,0037003000300048,119,0,119,0.9,9,buy,2026-07-22
7/22,5880,中國信託,6160,0,130,-130,0.98,9,sell,2026-07-22
7/22,5880,安泰,8380,105,3,102,0.77,10,buy,2026-07-22
7/22,5880,富邦-新竹,9647,3,125,-122,0.92,10,sell,2026-07-22
7/22,5880,國票-北高雄,003700370039004a,100,0,100,0.75,11,buy,2026-07-22
7/22,5880,富邦-宜蘭,9686,1,108,-107,0.81,11,sell,2026-07-22
7/22,5880,華南永昌-世貿,9334,100,0,100,0.75,12,buy,2026-07-22
7/22,5880,合庫證券,1020,0,98,-98,0.74,12,sell,2026-07-22
7/22,5880,富邦-內湖,9627,100,2,98,0.74,13,buy,2026-07-22
7/22,5880,國泰-高雄,8881,3,89,-86,0.65,13,sell,2026-07-22
7/22,5880,元大-台南,9896,97,0,97,0.73,14,buy,2026-07-22
7/22,5880,合庫-彰化,1028,3,87,-84,0.63,14,sell,2026-07-22
7/22,5880,元大-斗信,9884,86,2,84,0.63,15,buy,2026-07-22
7/22,5880,永豐金-南投,003900410039004d,0,84,-84,0.63,15,sell,2026-07-22
7/22,6505,台灣摩根士丹利,1470,11260,3548,7712,6.36,1,buy,2026-07-22
7/22,6505,富邦證券,9600,167,4486,-4319,3.56,1,sell,2026-07-22
7/22,6505,新加坡商瑞銀,1650,3366,1964,1402,1.16,2,buy,2026-07-22
7/22,6505,摩根大通,8440,2132,6025,-3893,3.21,2,sell,2026-07-22
7/22,6505,永豐金-匯立,0039004100380031,739,0,739,0.61,3,buy,2026-07-22
7/22,6505,凱基-城中,9227,345,3343,-2998,2.47,3,sell,2026-07-22
7/22,6505,玉山-城中,0038003800340045,949,330,619,0.51,4,buy,2026-07-22
7/22,6505,元大證券,9800,9958,12069,-2111,1.74,4,sell,2026-07-22
7/22,6505,國泰-敦南,8888,4099,3525,574,0.47,5,buy,2026-07-22
7/22,6505,凱基-台北,9268,11694,13694,-2000,1.65,5,sell,2026-07-22
7/22,6505,永豐金-信義,0039004100390052,599,42,557,0.46,6,buy,2026-07-22
7/22,6505,美商高盛,1480,4189,5213,-1024,0.85,6,sell,2026-07-22
7/22,6505,凱基-台南,9211,570,80,490,0.4,7,buy,2026-07-22
7/22,6505,國票-敦北法人,0037003700390063,14,530,-516,0.43,7,sell,2026-07-22
7/22,6505,元大-南屯,9853,583,150,433,0.36,8,buy,2026-07-22
7/22,6505,國票-天祥,0037003700390056,25,523,-498,0.41,8,sell,2026-07-22
7/22,6505,台新-建北,0039004200310038,1084,716,368,0.3,9,buy,2026-07-22
7/22,6505,美林,1440,591,1070,-479,0.4,9,sell,2026-07-22
7/22,6505,港商野村,1560,466,146,320,0.26,10,buy,2026-07-22
7/22,6505,國票證券,7790,314,739,-425,0.35,10,sell,2026-07-22
7/22,6505,富邦-木柵,003900360031004d,351,35,316,0.26,11,buy,2026-07-22
7/22,6505,華南永昌-高雄,9303,52,447,-395,0.33,11,sell,2026-07-22
7/22,6505,統一-城中,5854,333,24,309,0.26,12,buy,2026-07-22
7/22,6505,永豐金-中和,0039004100390042,232,624,-392,0.32,12,sell,2026-07-22
7/22,6505,台新-安南,003900420032005a,340,32,308,0.25,13,buy,2026-07-22
7/22,6505,國票-安和,003700370039005a,14,358,-344,0.28,13,sell,2026-07-22
7/22,6505,富邦-新板,0039003600310048,386,128,258,0.21,14,buy,2026-07-22
7/22,6505,華南永昌-忠孝,9325,64,354,-290,0.24,14,sell,2026-07-22
7/22,6505,中國信託-忠孝,6162,585,331,254,0.21,15,buy,2026-07-22
7/22,6505,華南永昌,9300,148,435,-287,0.24,15,sell,2026-07-22
7/22,2812,國泰證券,8880,2570,0,2570,12.95,1,buy,2026-07-22
7/22,2812,台中銀-台北,6115,429,6450,-6021,30.33,1,sell,2026-07-22
7/22,2812,新加坡商瑞銀,1650,2626,264,2362,11.9,2,buy,2026-07-22
7/22,2812,元大-士林,003900380031006a,7,1200,-1193,6.01,2,sell,2026-07-22
7/22,2812,美林,1440,1659,253,1406,7.08,3,buy,2026-07-22
7/22,2812,摩根大通,8440,877,1825,-948,4.78,3,sell,2026-07-22
7/22,2812,美商高盛,1480,1349,411,938,4.73,4,buy,2026-07-22
7/22,2812,台灣摩根士丹利,1470,911,1624,-713,3.59,4,sell,2026-07-22
7/22,2812,群益金鼎-宜蘭,003900310038007a,321,0,321,1.62,5,buy,2026-07-22
7/22,2812,花旗環球,1590,243,625,-382,1.92,5,sell,2026-07-22
7/22,2812,元大-永春,9852,200,0,200,1.01,6,buy,2026-07-22
7/22,2812,台新-台中,0039004200310068,88,404,-316,1.59,6,sell,2026-07-22
7/22,2812,兆豐-台中港,7005,174,0,174,0.88,7,buy,2026-07-22
7/22,2812,元大-東港,0039003800390066,1,300,-299,1.51,7,sell,2026-07-22
7/22,2812,合庫-西台中,0031003000320046,155,0,155,0.78,8,buy,2026-07-22
7/22,2812,富邦-公益,0039003600310046,1,247,-246,1.24,8,sell,2026-07-22
7/22,2812,第一金-忠孝,0035003300380044,150,3,147,0.74,9,buy,2026-07-22
7/22,2812,元大-大天母,9893,0,180,-180,0.91,9,sell,2026-07-22
7/22,2812,元大-桃園,0039003800380042,140,0,140,0.71,10,buy,2026-07-22
7/22,2812,凱基-台北,9268,1669,1797,-128,0.64,10,sell,2026-07-22
7/22,2812,玉山-台南,8847,113,3,110,0.55,11,buy,2026-07-22
7/22,2812,第一金-桃園,5385,0,101,-101,0.51,11,sell,2026-07-22
7/22,2812,元大-台中,9812,105,2,103,0.52,12,buy,2026-07-22
7/22,2812,玉山-高雄,8843,7,106,-99,0.5,12,sell,2026-07-22
7/22,2812,群益金鼎-新竹,9186,100,0,100,0.5,13,buy,2026-07-22
7/22,2812,國泰-台中,8882,21,112,-91,0.46,13,sell,2026-07-22
7/22,2812,富邦-頭份,0039003600320050,100,0,100,0.5,14,buy,2026-07-22
7/22,2812,永豐金-竹科,0039004100390058,1,84,-83,0.42,14,sell,2026-07-22
7/22,2812,土銀-新竹,1035,101,2,99,0.5,15,buy,2026-07-22
7/22,2812,元大證券,9800,476,549,-73,0.37,15,sell,2026-07-22
7/22,2105,新光-新竹,8563,623,12,611,4.03,1,buy,2026-07-22
7/22,2105,富邦證券,9600,1,2490,-2489,16.4,1,sell,2026-07-22
7/22,2105,美商高盛,1480,1114,670,444,2.93,2,buy,2026-07-22
7/22,2105,台新,0039004200300030,142,1776,-1634,10.77,2,sell,2026-07-22
7/22,2105,群益金鼎-台南,9185,323,0,323,2.13,3,buy,2026-07-22
7/22,2105,凱基-台北,9268,339,1602,-1263,8.32,3,sell,2026-07-22
7/22,2105,元大-台南,9896,311,0,311,2.05,4,buy,2026-07-22
7/22,2105,國泰證券,8880,2,1200,-1198,7.89,4,sell,2026-07-22
7/22,2105,第一金-台南,5384,267,0,267,1.76,5,buy,2026-07-22
7/22,2105,永豐金證券,0039004100300030,322,1020,-698,4.6,5,sell,2026-07-22
7/22,2105,富邦-竹科,0039003600320043,226,0,226,1.49,6,buy,2026-07-22
7/22,2105,元大證券,9800,225,638,-413,2.72,6,sell,2026-07-22
7/22,2105,新加坡商瑞銀,1650,499,282,217,1.43,7,buy,2026-07-22
7/22,2105,台灣摩根士丹利,1470,658,959,-301,1.98,7,sell,2026-07-22
7/22,2105,群益金鼎-海山,9108,209,10,199,1.31,8,buy,2026-07-22
7/22,2105,凱基-頭份,9296,15,172,-157,1.03,8,sell,2026-07-22
7/22,2105,凱基-市政,9239,189,1,188,1.24,9,buy,2026-07-22
7/22,2105,花旗環球,1590,38,194,-156,1.03,9,sell,2026-07-22
7/22,2105,國泰-敦南,8888,198,39,159,1.05,10,buy,2026-07-22
7/22,2105,元大-員林中山,9835,34,170,-136,0.9,10,sell,2026-07-22
7/22,2105,富邦-建國,9658,145,4,141,0.93,11,buy,2026-07-22
7/22,2105,華南永昌-台中,9302,16,138,-122,0.8,11,sell,2026-07-22
7/22,2105,國泰-台中,8882,205,66,139,0.92,12,buy,2026-07-22
7/22,2105,元大-古亭,003900380039006b,1,100,-99,0.65,12,sell,2026-07-22
7/22,2105,摩根大通,8440,947,860,87,0.57,13,buy,2026-07-22
7/22,2105,群益金鼎-敦南,9101,1,100,-99,0.65,13,sell,2026-07-22
7/22,2105,第一金-安和,003500330038006a,83,1,82,0.54,14,buy,2026-07-22
7/22,2105,美林,1440,191,282,-91,0.6,14,sell,2026-07-22
7/22,2105,元大-新店中正,0039003800340043,79,1,78,0.51,15,buy,2026-07-22
7/22,2105,元大-永春,9852,0,81,-81,0.53,15,sell,2026-07-22
7/22,2867,元大證券,9800,3016,479,2537,18.48,1,buy,2026-07-22
7/22,2867,美商高盛,1480,405,1588,-1183,8.62,1,sell,2026-07-22
7/22,2867,凱基-台北,9268,1621,898,723,5.27,2,buy,2026-07-22
7/22,2867,華南永昌-內壢,9337,134,841,-707,5.15,2,sell,2026-07-22
7/22,2867,統一,5850,413,16,397,2.89,3,buy,2026-07-22
7/22,2867,凱基,9200,260,904,-644,4.69,3,sell,2026-07-22
7/22,2867,國泰-桃園,8885,367,21,346,2.52,4,buy,2026-07-22
7/22,2867,香港上海匯豐,8960,0,564,-564,4.11,4,sell,2026-07-22
7/22,2867,永豐金證券,0039004100300030,400,145,255,1.86,5,buy,2026-07-22
7/22,2867,凱基-中山,9229,18,300,-282,2.05,5,sell,2026-07-22
7/22,2867,第一金-華江,0035003300380057,214,12,202,1.47,6,buy,2026-07-22
7/22,2867,國票-北高雄,003700370039004a,5,259,-254,1.85,6,sell,2026-07-22
7/22,2867,統一-士林,003500380035004d,200,0,200,1.46,7,buy,2026-07-22
7/22,2867,台新-高雄,0039004200310067,37,213,-176,1.28,7,sell,2026-07-22
7/22,2867,元大-文心興安,9854,170,5,165,1.2,8,buy,2026-07-22
7/22,2867,法銀巴黎,8900,0,163,-163,1.19,8,sell,2026-07-22
7/22,2867,台灣摩根士丹利,1470,1271,1139,132,0.96,9,buy,2026-07-22
7/22,2867,中國信託,6160,6,157,-151,1.1,9,sell,2026-07-22
7/22,2867,永豐金-松山,0039004100390031,133,4,129,0.94,10,buy,2026-07-22
7/22,2867,台新,0039004200300030,45,191,-146,1.06,10,sell,2026-07-22
7/22,2867,群益金鼎-大甲,0039003100380067,105,0,105,0.76,11,buy,2026-07-22
7/22,2867,花旗環球,1590,0,144,-144,1.05,11,sell,2026-07-22
7/22,2867,第一金-路竹,0035003300380050,100,0,100,0.73,12,buy,2026-07-22
7/22,2867,凱基-和平,9255,0,124,-124,0.9,12,sell,2026-07-22
7/22,2867,富邦-永和,9654,107,11,96,0.7,13,buy,2026-07-22
7/22,2867,光和,6380,0,110,-110,0.8,13,sell,2026-07-22
7/22,2867,富邦-新板,0039003600310048,95,1,94,0.68,14,buy,2026-07-22
7/22,2867,元大-大同,0039003800390047,0,106,-106,0.77,14,sell,2026-07-22
7/22,2867,新加坡商瑞銀,1650,195,114,81,0.59,15,buy,2026-07-22
7/22,2867,永全證券,6450,0,103,-103,0.75,15,sell,2026-07-22
7/22,50,富邦證券,9600,21147,99,21048,19.5,1,buy,2026-07-22
7/22,50,法銀巴黎,8900,0,11124,-11124,10.31,1,sell,2026-07-22
7/22,50,美林,1440,10431,0,10431,9.66,2,buy,2026-07-22
7/22,50,元大證券,9800,6850,12978,-6128,5.68,2,sell,2026-07-22
7/22,50,永豐金證券,0039004100300030,18353,8206,10147,9.4,3,buy,2026-07-22
7/22,50,富邦-台北,9623,169,3723,-3554,3.29,3,sell,2026-07-22
7/22,50,群益金鼎,9100,2292,272,2020,1.87,4,buy,2026-07-22
7/22,50,台灣摩根士丹利,1470,507,2649,-2142,1.98,4,sell,2026-07-22
7/22,50,國泰證券,8880,1066,91,975,0.9,5,buy,2026-07-22
7/22,50,台新,0039004200300030,793,2857,-2064,1.91,5,sell,2026-07-22
7/22,50,華南永昌,9300,1015,165,850,0.79,6,buy,2026-07-22
7/22,50,凱基,9200,227,2250,-2023,1.87,6,sell,2026-07-22
7/22,50,港商野村,1560,829,0,829,0.77,7,buy,2026-07-22
7/22,50,中國信託,6160,1011,2991,-1980,1.83,7,sell,2026-07-22
7/22,50,元大-館前,003900380034004b,854,64,790,0.73,8,buy,2026-07-22
7/22,50,國票證券,7790,14,1232,-1218,1.13,8,sell,2026-07-22
7/22,50,中國信託-高雄,003600310036004b,808,83,725,0.67,9,buy,2026-07-22
7/22,50,國泰-敦南,8888,2692,3506,-814,0.75,9,sell,2026-07-22
7/22,50,新光,8560,1335,901,434,0.4,10,buy,2026-07-22
7/22,50,永豐金-中和,0039004100390042,64,647,-583,0.54,10,sell,2026-07-22
7/22,50,土銀-彰化,0031003000330042,291,3,288,0.27,11,buy,2026-07-22
7/22,50,新加坡商瑞銀,1650,2047,2615,-568,0.53,11,sell,2026-07-22
7/22,50,元大-新店中正,0039003800340043,205,48,157,0.15,12,buy,2026-07-22
7/22,50,凱基-城中,9227,46,590,-544,0.5,12,sell,2026-07-22
7/22,50,台新-板橋,0039004200320062,196,42,154,0.14,13,buy,2026-07-22
7/22,50,美商高盛,1480,125,666,-541,0.5,13,sell,2026-07-22
7/22,50,臺銀,1040,277,124,153,0.14,14,buy,2026-07-22
7/22,50,元大-信義,003900380039006d,45,482,-437,0.4,14,sell,2026-07-22
7/22,50,兆豐-復興,0037003000300070,176,28,148,0.14,15,buy,2026-07-22
7/22,50,凱基-台北,9268,3793,4204,-411,0.38,15,sell,2026-07-22
7/22,56,凱基-台北,9268,25968,1799,24169,38.14,1,buy,2026-07-22
7/22,56,摩根大通,8440,13,5326,-5313,8.38,1,sell,2026-07-22
7/22,56,元大證券,9800,13049,3636,9413,14.85,2,buy,2026-07-22
7/22,56,國泰-敦南,8888,758,3426,-2668,4.21,2,sell,2026-07-22
7/22,56,群益金鼎,9100,2527,9,2518,3.97,3,buy,2026-07-22
7/22,56,臺銀,1040,124,1752,-1628,2.57,3,sell,2026-07-22
7/22,56,新加坡商瑞銀,1650,4255,1859,2396,3.78,4,buy,2026-07-22
7/22,56,永豐金證券,0039004100300030,1065,1901,-836,1.32,4,sell,2026-07-22
7/22,56,美林,1440,2204,942,1262,1.99,5,buy,2026-07-22
7/22,56,新光,8560,148,851,-703,1.11,5,sell,2026-07-22
7/22,56,中國信託,6160,852,178,674,1.06,6,buy,2026-07-22
7/22,56,群益金鼎-大甲,0039003100380067,9,655,-646,1.02,6,sell,2026-07-22
7/22,56,台灣摩根士丹利,1470,553,3,550,0.87,7,buy,2026-07-22
7/22,56,元大-板橋三民,9879,11,631,-620,0.98,7,sell,2026-07-22
7/22,56,國泰證券,8880,192,17,175,0.28,8,buy,2026-07-22
7/22,56,統一-高雄,5851,36,436,-400,0.63,8,sell,2026-07-22
7/22,56,富邦證券,9600,215,85,130,0.21,9,buy,2026-07-22
7/22,56,元大-金華,9878,20,399,-379,0.6,9,sell,2026-07-22
7/22,56,玉山-台中,0038003800340042,214,123,91,0.14,10,buy,2026-07-22
7/22,56,元大-竹東,0039003800330066,11,360,-349,0.55,10,sell,2026-07-22
7/22,56,凱基,9200,82,0,82,0.13,11,buy,2026-07-22
7/22,56,國泰-台中,8882,72,377,-305,0.48,11,sell,2026-07-22
7/22,56,國票-博愛,003700370039007a,80,0,80,0.13,12,buy,2026-07-22
7/22,56,台新,0039004200300030,129,404,-275,0.43,12,sell,2026-07-22
7/22,56,花旗環球,1590,77,0,77,0.12,13,buy,2026-07-22
7/22,56,國泰-板橋,003800380038004b,84,355,-271,0.43,13,sell,2026-07-22
7/22,56,台新-大昌,0039004200320044,110,42,68,0.11,14,buy,2026-07-22
7/22,56,富邦-仁愛,9676,25,293,-268,0.42,14,sell,2026-07-22
7/22,56,元大-中壢,9834,271,208,63,0.1,15,buy,2026-07-22
7/22,56,永豐金-竹科,0039004100390058,37,306,-269,0.42,15,sell,2026-07-22
7/22,3481,美林,1440,3845,1098,2747,0.95,1,buy,2026-07-22
7/22,3481,摩根大通,8440,953,9571,-8618,2.98,1,sell,2026-07-22
7/22,3481,華南永昌,9300,1786,365,1421,0.49,2,buy,2026-07-22
7/22,3481,富邦證券,9600,727,5761,-5034,1.74,2,sell,2026-07-22
7/22,3481,美商高盛,1480,6450,5093,1357,0.47,3,buy,2026-07-22
7/22,3481,第一金,5380,288,1859,-1571,0.54,3,sell,2026-07-22
7/22,3481,統一,5850,1715,466,1249,0.43,4,buy,2026-07-22
7/22,3481,第一金-自由,0035003300380045,171,1628,-1457,0.5,4,sell,2026-07-22
7/22,3481,花旗環球,1590,2221,999,1222,0.42,5,buy,2026-07-22
7/22,3481,富邦-台北,9623,1232,2581,-1349,0.47,5,sell,2026-07-22
7/22,3481,台新-城東,0039004200320072,1352,153,1199,0.41,6,buy,2026-07-22
7/22,3481,兆豐-彰化,0037003000300064,172,1222,-1050,0.36,6,sell,2026-07-22
7/22,3481,凱基-市府,0039003200300044,1323,167,1156,0.4,7,buy,2026-07-22
7/22,3481,永豐金-埔里,0039004100370039,3023,3976,-953,0.33,7,sell,2026-07-22
7/22,3481,國泰證券,8880,1350,273,1077,0.37,8,buy,2026-07-22
7/22,3481,群益金鼎-永和,003900310038004a,644,1417,-773,0.27,8,sell,2026-07-22
7/22,3481,永豐金-忠孝,0039004100390044,1263,224,1039,0.36,9,buy,2026-07-22
7/22,3481,台新-大裕,003900420032006c,92,703,-611,0.21,9,sell,2026-07-22
7/22,3481,群益金鼎,9100,1728,807,921,0.32,10,buy,2026-07-22
7/22,3481,台新-安南,003900420032005a,110,587,-477,0.17,10,sell,2026-07-22
7/22,3481,元大證券,9800,38569,37649,920,0.32,11,buy,2026-07-22
7/22,3481,華南永昌-豐原,9366,161,592,-431,0.15,11,sell,2026-07-22
7/22,3481,台灣摩根士丹利,1470,5404,4534,870,0.3,12,buy,2026-07-22
7/22,3481,台新-高雄,0039004200310067,453,843,-390,0.13,12,sell,2026-07-22
7/22,3481,群益金鼎-松山,9103,843,92,751,0.26,13,buy,2026-07-22
7/22,3481,永豐金-亞灣,0039004100390061,112,491,-379,0.13,13,sell,2026-07-22
7/22,3481,華南永昌-南京,9326,1109,370,739,0.26,14,buy,2026-07-22
7/22,3481,富邦-南屯,9666,159,529,-370,0.13,14,sell,2026-07-22
7/22,3481,國票-敦北法人,0037003700390063,764,80,684,0.24,15,buy,2026-07-22
7/22,3481,元大-彰化民生,003900380039004a,315,647,-332,0.11,15,sell,2026-07-22
7/22,6770,花旗環球,1590,2303,253,2050,1.21,1,buy,2026-07-22
7/22,6770,美商高盛,1480,4420,10324,-5904,3.49,1,sell,2026-07-22
7/22,6770,統一,5850,1764,365,1399,0.83,2,buy,2026-07-22
7/22,6770,新加坡商瑞銀,1650,2151,5182,-3031,1.79,2,sell,2026-07-22
7/22,6770,華南永昌,9300,1244,228,1016,0.6,3,buy,2026-07-22
7/22,6770,凱基-台北,9268,7748,9678,-1930,1.14,3,sell,2026-07-22
